model,subject,idx,gold,pred,correct,raw,gen_tps,prompt_tps,prompt_tokens,total_ms,error
qwen2.5:1.5b-instruct-q8_0,college_computer_science,41,D,B,0,B,38.50893407270487,278.90668579169653,147,1161.2415313720703,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,42,A,A,1,A,41.84100418410041,227.08560912216882,211,1871.889591217041,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,43,D,A,0,A,48.10467577448528,210.684093584164,271,2178.408622741699,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,44,D,A,0,A,38.59737151899955,283.36689148280084,161,1072.2384452819824,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,45,C,D,0,D,40.94249626399722,253.6697805976343,173,1614.4425868988037,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,46,D,D,1,D,36.723526927526116,326.0836801968559,119,875.8699893951416,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,47,A,A,1,A,47.78858330744785,226.24573672999495,294,2132.6704025268555,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,48,A,A,1,A,48.02612621265968,204.65078638815484,263,1785.003900527954,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,49,D,C,0,C,48.608579414266615,309.71118918841313,151,972.1317291259766,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,50,D,D,1,D,17.634351717144998,272.84162783693284,154,1122.2295761108398,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,51,B,D,0,D,48.953616448415126,270.1637674251328,157,1076.3952732086182,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,52,C,B,0,B,48.561369430617944,234.12273884583993,216,1401.2808799743652,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,53,C,D,0,D,37.94346423828495,361.8429054464959,119,834.6092700958252,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,54,A,A,1,A,39.15733416868979,247.71995039737797,169,1617.1247959136963,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,55,C,C,1,C,48.671274213958924,242.7953129948274,184,1700.0532150268555,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,56,D,D,1,D,47.44283138817725,216.55928042282665,202,1448.091745376587,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,57,D,D,1,D,48.82931712200005,271.8626084052151,140,1000.281810760498,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,58,B,A,0,A,48.923679060665364,264.9578374677176,178,1147.7994918823242,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,59,D,C,0,C,38.36341664588648,254.71403957436405,174,1332.6129913330078,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,60,D,D,1,D,48.10583283223091,221.5900813519295,289,2110.3365421295166,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,61,B,A,0,A,41.46710621799257,259.2172225680079,177,1262.8259658813477,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,62,D,D,1,D,38.806317668516435,285.5430139348773,151,1385.5435848236084,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,63,A,A,1,A,38.152648747639304,327.56902834836967,120,1179.4602870941162,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,64,A,C,0,C,37.89098762859254,304.3758504619351,136,1292.6735877990723,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,65,C,C,1,C,40.67603571355936,273.9689853905213,166,1496.9940185546875,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,66,A,A,1,A,41.85589017014419,265.7822834202967,182,1608.3078384399414,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,67,B,C,0,C,38.46597684348194,270.3602715472191,164,1567.3935413360596,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,68,B,B,1,B,48.880633493010066,233.7037629986217,254,2020.8685398101807,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,69,A,A,1,A,48.39919657333689,230.08084807020666,295,1771.193027496338,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,70,D,C,0,C,48.915303152591285,269.6132661449259,184,1346.2316989898682,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,71,A,A,1,A,38.703434929850026,213.55412302751336,231,1580.613136291504,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,72,D,C,0,C,42.34327694620287,254.3667388470729,193,1702.9621601104736,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,73,C,B,0,B,49.66846300941218,229.09210367066066,212,1846.742868423462,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,74,D,A,0,A,39.02134467553752,289.545697123846,153,1174.0760803222656,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,75,C,B,0,B,40.3502400839285,263.7338299106219,181,1601.7460823059082,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,76,A,A,1,A,38.31637833591969,280.81943109994967,140,1000.6997585296631,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,77,B,D,0,D,48.308011883770924,219.28626612456395,281,1786.5922451019287,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,78,C,A,0,A,47.84688995215311,207.80797609040815,267,1997.5252151489258,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,79,D,C,0,C,49.02801951315176,253.53549349504576,172,1393.489122390747,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,80,B,A,0,A,39.97521536647279,272.94878984431995,165,1186.9151592254639,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,81,C,C,1,C,41.04669061056953,318.5459060044542,117,1217.5557613372803,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,82,D,B,0,B,49.07012120319937,262.765533428795,178,1522.8912830352783,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,83,A,A,1,A,16.582647917219422,292.98687821362995,131,1027.93550491333,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,84,D,B,0,B,49.31574405128837,253.7352184483206,172,1562.704086303711,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,85,D,C,0,C,37.20445709395986,265.18744526866254,182,1290.9038066864014,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,86,A,A,1,A,14.741761198210348,278.7421964555208,169,1526.9742012023926,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,87,B,C,0,C,47.05882352941176,213.91537987037836,232,2024.8775482177734,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,88,C,A,0,A,47.12313274586494,276.1825214962062,165,1080.5144309997559,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,89,A,A,1,A,39.80574795000398,271.38870536357666,145,1062.6437664031982,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,90,C,A,0,A,37.35036509981885,787.0175029101692,263,1248.924970626831,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,91,C,B,0,B,38.58099114566253,269.2599316443192,163,1544.2066192626953,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,92,B,B,1,B,48.37344297980409,227.91219613995455,249,2032.5112342834473,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,93,C,A,0,A,38.379612749707356,253.51258282542793,168,1158.9429378509521,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,94,D,A,0,A,16.355235719834813,235.4946028918737,220,1953.6046981811523,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,95,A,A,1,A,19.408431022436147,283.5423895872433,147,1097.4984169006348,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,96,A,A,1,A,38.94915188221776,230.59589196099822,215,1744.3642616271973,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,97,D,A,0,A,32.89311382662039,254.7550617927436,174,1556.8957328796387,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,98,C,C,1,C,47.47661776575037,212.19220385485113,271,1762.657880783081,
qwen2.5:1.5b-instruct-q8_0,college_computer_science,99,D,D,1,D,38.7116754413131,276.40461383086165,156,1065.8390522003174,
qwen2.5:1.5b-instruct-q8_0,college_physics,0,B,A,0,A,39.33678185787621,201.3806231564399,190,1904.2704105377197,
qwen2.5:1.5b-instruct-q8_0,college_physics,1,C,B,0,B,40.16306203184931,250.85120709307458,171,1621.4756965637207,
qwen2.5:1.5b-instruct-q8_0,college_physics,2,C,C,1,C,38.64510269936042,277.40088579575365,147,1467.9532051086426,
qwen2.5:1.5b-instruct-q8_0,college_physics,3,A,B,0,B,38.563137496866744,275.64703622951004,122,1376.0368824005127,
qwen2.5:1.5b-instruct-q8_0,college_physics,4,B,B,1,B,39.68883949833307,246.40548662883558,168,1612.8606796264648,
qwen2.5:1.5b-instruct-q8_0,college_physics,5,C,B,0,B,41.62937368607289,289.30868784948717,128,1289.2014980316162,
qwen2.5:1.5b-instruct-q8_0,college_physics,6,D,C,0,C,45.08566275924257,277.46434583156065,165,1459.0651988983154,
qwen2.5:1.5b-instruct-q8_0,college_physics,7,A,C,0,C,49.16662569447859,272.2868442286811,164,1099.5631217956543,
qwen2.5:1.5b-instruct-q8_0,college_physics,8,A,A,1,A,38.12791916881136,294.56592809467173,132,1043.8368320465088,
qwen2.5:1.5b-instruct-q8_0,college_physics,9,D,B,0,B,37.248109658434835,261.91272762032213,137,1462.2201919555664,
qwen2.5:1.5b-instruct-q8_0,college_physics,10,D,D,1,D,38.370040672243114,266.19443473160607,118,1353.9562225341797,
qwen2.5:1.5b-instruct-q8_0,college_physics,11,D,A,0,A,23.04439502701955,255.0730791743889,173,1567.8937435150146,
qwen2.5:1.5b-instruct-q8_0,college_physics,12,D,C,0,C,41.31548504379442,271.9867270477201,120,963.5415077209473,
qwen2.5:1.5b-instruct-q8_0,college_physics,13,B,A,0,A,35.35505312096731,278.3816745320537,147,1398.5581398010254,
qwen2.5:1.5b-instruct-q8_0,college_physics,14,A,A,1,A,46.539768231954206,240.19089269635936,183,1600.5489826202393,
qwen2.5:1.5b-instruct-q8_0,college_physics,15,D,D,1,D,48.621578256430205,264.58724389951675,159,1096.7371463775635,
qwen2.5:1.5b-instruct-q8_0,college_physics,16,B,B,1,B,37.661946369388374,2772.826302238067,168,655.8270454406738,
qwen2.5:1.5b-instruct-q8_0,college_physics,17,A,A,1,A,49.115913555992144,226.78063293394746,210,1868.7684535980225,
qwen2.5:1.5b-instruct-q8_0,college_physics,18,B,C,0,C,38.74692446287076,272.9930273030943,144,1138.1964683532715,
qwen2.5:1.5b-instruct-q8_0,college_physics,19,A,C,0,C,38.9833151411196,308.50843695329104,164,1489.847183227539,
qwen2.5:1.5b-instruct-q8_0,college_physics,20,C,C,1,C,37.881657701341005,271.54638259074994,165,1547.4987030029297,
qwen2.5:1.5b-instruct-q8_0,college_physics,21,D,D,1,D,38.62569767666429,271.8696475663135,120,1392.350196838379,
qwen2.5:1.5b-instruct-q8_0,college_physics,22,B,A,0,A,38.19563805813376,250.5160484096626,171,1649.2924690246582,
qwen2.5:1.5b-instruct-q8_0,college_physics,23,C,C,1,C,20.246398671836246,251.61575348677994,172,1683.8784217834473,
qwen2.5:1.5b-instruct-q8_0,college_physics,24,B,B,1,B,35.097571248069634,269.3076772886103,120,963.5634422302246,
qwen2.5:1.5b-instruct-q8_0,college_physics,25,D,B,0,B,42.639377465089005,323.42969307637406,116,1283.3435535430908,
qwen2.5:1.5b-instruct-q8_0,college_physics,26,A,A,1,A,38.49633322426039,251.50989216721578,151,1489.1645908355713,
qwen2.5:1.5b-instruct-q8_0,college_physics,27,B,B,1,B,12.713265020722622,280.76654920951967,149,1584.1147899627686,
qwen2.5:1.5b-instruct-q8_0,college_physics,28,B,A,0,A,38.6234598895369,254.5273728445533,194,1716.4921760559082,
qwen2.5:1.5b-instruct-q8_0,college_physics,29,D,C,0,C,43.14249967643125,266.6682557512447,179,1229.842185974121,
qwen2.5:1.5b-instruct-q8_0,college_physics,30,D,D,1,D,41.98681613973212,271.1487834457916,165,1335.5159759521484,
qwen2.5:1.5b-instruct-q8_0,college_physics,31,D,D,1,D,48.718698236383126,247.30285325666947,168,1548.9933490753174,
qwen2.5:1.5b-instruct-q8_0,college_physics,32,B,A,0,A,49.13401302051345,244.66202005344246,166,1332.8123092651367,
qwen2.5:1.5b-instruct-q8_0,college_physics,33,D,B,0,B,48.76502572355107,344.1659078561462,179,1009.7932815551758,
qwen2.5:1.5b-instruct-q8_0,college_physics,34,D,C,0,C,38.818368852140836,293.56286736435317,134,956.6192626953125,
qwen2.5:1.5b-instruct-q8_0,college_physics,35,D,C,0,C,38.49114703618168,248.67560399732804,188,1589.9662971496582,
qwen2.5:1.5b-instruct-q8_0,college_physics,36,D,D,1,D,43.043150758635534,256.3057919370789,134,1478.3246517181396,
qwen2.5:1.5b-instruct-q8_0,college_physics,37,A,A,1,A,37.871615224389316,307.1876422799906,112,1213.0868434906006,
qwen2.5:1.5b-instruct-q8_0,college_physics,38,C,B,0,B,39.12975426514322,264.3352624881993,161,1564.4774436950684,
qwen2.5:1.5b-instruct-q8_0,college_physics,39,D,B,0,B,38.67275117951891,290.5468911482647,149,1371.706485748291,
qwen2.5:1.5b-instruct-q8_0,college_physics,40,D,D,1,D,37.93266951161688,269.16410228999473,141,1464.7140502929688,
qwen2.5:1.5b-instruct-q8_0,college_physics,41,B,B,1,B,40.709153453153945,253.86223916963493,194,1702.030897140503,
qwen2.5:1.5b-instruct-q8_0,college_physics,42,C,B,0,B,48.35005439381119,252.24749585698154,172,1634.6876621246338,
qwen2.5:1.5b-instruct-q8_0,college_physics,43,B,C,0,C,28.174966542227228,262.74904039480896,138,1038.0604267120361,
qwen2.5:1.5b-instruct-q8_0,college_physics,44,B,A,0,A,43.17136874824617,263.7558239938231,179,1193.795919418335,
qwen2.5:1.5b-instruct-q8_0,college_physics,45,B,C,0,C,38.384768923691084,250.3323124849947,171,1584.4414234161377,
qwen2.5:1.5b-instruct-q8_0,college_physics,46,C,B,0,B,38.19053256697665,242.13170648899816,184,1621.7432022094727,
qwen2.5:1.5b-instruct-q8_0,college_physics,47,D,B,0,B,48.93924193114248,265.091595210332,153,1059.6728324890137,
qwen2.5:1.5b-instruct-q8_0,college_physics,48,D,C,0,C,48.7638367386746,255.3720934721251,172,1152.1143913269043,
qwen2.5:1.5b-instruct-q8_0,college_physics,49,D,C,0,C,39.25725277745064,251.0920842804715,151,1259.1702938079834,
qwen2.5:1.5b-instruct-q8_0,college_physics,50,B,D,0,D,39.17037153097397,290.7723590998803,146,1015.1984691619873,
qwen2.5:1.5b-instruct-q8_0,college_physics,51,A,B,0,B,16.450750565494552,272.2229907935077,122,1337.2995853424072,
qwen2.5:1.5b-instruct-q8_0,college_physics,52,A,A,1,A,37.072736709423886,326.8858981423541,105,1265.9492492675781,
qwen2.5:1.5b-instruct-q8_0,college_physics,53,D,A,0,A,49.03282747799652,263.14832988042014,181,1610.9797954559326,
qwen2.5:1.5b-instruct-q8_0,college_physics,54,C,C,1,C,38.10757769182402,277.9410582379308,148,1174.1793155670166,
qwen2.5:1.5b-instruct-q8_0,college_physics,55,D,B,0,B,38.54901507266489,244.20858038663732,186,1651.1077880859375,
qwen2.5:1.5b-instruct-q8_0,college_physics,56,C,A,0,A,38.105399535114124,264.5351448003331,162,1569.5972442626953,
qwen2.5:1.5b-instruct-q8_0,college_physics,57,D,D,1,D,40.45962129794465,250.88552687611207,152,1507.6024532318115,
qwen2.5:1.5b-instruct-q8_0,college_physics,58,D,C,0,C,49.06650965383577,261.17660791408895,179,1594.1479206085205,
qwen2.5:1.5b-instruct-q8_0,college_physics,59,C,C,1,C,37.257824143070046,278.74538031678367,147,1159.7018241882324,
qwen2.5:1.5b-instruct-q8_0,college_physics,60,D,D,1,D. None,33.4073863731271,257.05929413616275,196,1795.1011657714844,
qwen2.5:1.5b-instruct-q8_0,college_physics,61,A,A,1,A,37.47915222157675,318.0931958220104,116,953.2039165496826,
qwen2.5:1.5b-instruct-q8_0,college_physics,62,D,B,0,B,42.227054874057806,282.64770713903613,149,1459.3548774719238,
qwen2.5:1.5b-instruct-q8_0,college_physics,63,D,D,1,D,37.27657353736045,282.08362764058484,125,1275.6342887878418,
qwen2.5:1.5b-instruct-q8_0,college_physics,64,A,B,0,B,49.22471080482402,256.9319546966467,185,1279.656171798706,
qwen2.5:1.5b-instruct-q8_0,college_physics,65,D,C,0,C,38.9089918680207,282.8502251487792,125,981.1179637908936,
qwen2.5:1.5b-instruct-q8_0,college_physics,66,B,B,1,B,23.638426626323753,281.9145212467055,149,1486.9723320007324,
qwen2.5:1.5b-instruct-q8_0,college_physics,67,A,B,0,B,41.32658332472363,260.65510215865316,158,1109.1570854187012,
qwen2.5:1.5b-instruct-q8_0,college_physics,68,A,A,1,A,41.97183689744182,246.6210711281593,168,1586.6937637329102,
qwen2.5:1.5b-instruct-q8_0,college_physics,69,A,A,1,A,42.23062142359425,256.77384739202085,134,1423.609733581543,
qwen2.5:1.5b-instruct-q8_0,college_physics,70,D,C,0,C,42.14341403797122,255.62774308232002,195,1641.1988735198975,
qwen2.5:1.5b-instruct-q8_0,college_physics,71,C,C,1,C,15.164611861759397,261.45461728854133,180,1568.934679031372,
qwen2.5:1.5b-instruct-q8_0,college_physics,72,C,C,1,C,48.944032498837586,262.2091117666339,180,1643.2514190673828,
qwen2.5:1.5b-instruct-q8_0,college_physics,73,B,B,1,B,49.090596696202844,249.9353108607184,170,1167.6692962646484,
qwen2.5:1.5b-instruct-q8_0,college_physics,74,C,C,1,C,37.18992896723567,456.4851094109776,204,1104.9952507019043,
qwen2.5:1.5b-instruct-q8_0,college_physics,75,C,C,1,C,37.79932339211128,270.800893642949,144,1434.356927871704,
qwen2.5:1.5b-instruct-q8_0,college_physics,76,C,C,1,C,39.33755556429723,2271.608677545148,180,1017.4884796142578,
qwen2.5:1.5b-instruct-q8_0,college_physics,77,D,D,1,D,28.227855247558292,1802.963416233227,165,1053.50661277771,
qwen2.5:1.5b-instruct-q8_0,college_physics,78,D,C,0,C,38.23653118189118,213.5585981064471,135,1587.686538696289,
qwen2.5:1.5b-instruct-q8_0,college_physics,79,C,C,1,C,49.387593836428294,247.84683065865295,188,1638.195276260376,
qwen2.5:1.5b-instruct-q8_0,college_physics,80,A,C,0,C,42.69763668580944,259.1697976846511,175,1182.4743747711182,
qwen2.5:1.5b-instruct-q8_0,college_physics,81,B,C,0,C,16.839269175717774,260.6752318681282,157,1518.9743041992188,
qwen2.5:1.5b-instruct-q8_0,college_physics,82,A,B,0,B,38.52376916557516,281.8285941036949,125,1351.623296737671,
qwen2.5:1.5b-instruct-q8_0,college_physics,83,D,B,0,B,49.15574999385553,242.3504835814133,184,1676.7656803131104,
qwen2.5:1.5b-instruct-q8_0,college_physics,84,A,B,0,B,38.864382736441186,275.00568521368467,156,1060.5621337890625,
qwen2.5:1.5b-instruct-q8_0,college_physics,85,D,B,0,B,14.62576328202128,263.20624941026904,159,1642.2014236450195,
qwen2.5:1.5b-instruct-q8_0,college_physics,86,D,D,1,D,38.41425937307929,317.9319077558941,116,1309.0803623199463,
qwen2.5:1.5b-instruct-q8_0,college_physics,87,D,C,0,C,38.04378840044892,297.15519384828104,147,1092.9946899414062,
qwen2.5:1.5b-instruct-q8_0,college_physics,88,D,B,0,B,28.06387337580333,254.4488331181242,174,1637.0275020599365,
qwen2.5:1.5b-instruct-q8_0,college_physics,89,A,B,0,B,43.08766184802982,2117.896223085069,156,576.1218070983887,
qwen2.5:1.5b-instruct-q8_0,college_physics,90,B,C,0,C,41.58695832986775,263.2894390408633,138,1390.1426792144775,
qwen2.5:1.5b-instruct-q8_0,college_physics,91,C,B,0,B,49.599484165364686,277.1127263589281,161,1053.1907081604004,
qwen2.5:1.5b-instruct-q8_0,college_physics,92,A,C,0,C,49.01119905898497,269.27534825999624,161,1077.3990154266357,
qwen2.5:1.5b-instruct-q8_0,college_physics,93,C,B,0,B,38.694449281250606,251.11358655899926,172,1247.3101615905762,
qwen2.5:1.5b-instruct-q8_0,college_physics,94,C,C,1,C,16.433988775585664,281.99869935293765,147,1519.681453704834,
qwen2.5:1.5b-instruct-q8_0,college_physics,95,D,D,1,D,16.00934946008469,243.91027607137954,167,1682.15012550354,
qwen2.5:1.5b-instruct-q8_0,college_physics,96,C,B,0,B,48.948824004503294,261.1032893894791,153,1109.358787536621,
qwen2.5:1.5b-instruct-q8_0,college_physics,97,C,B,0,B,39.75431831282673,2088.9323234791104,171,718.2085514068604,
qwen2.5:1.5b-instruct-q8_0,college_physics,98,A,A,1,A,49.763622791739245,217.2029020901187,201,1862.3723983764648,
qwen2.5:1.5b-instruct-q8_0,college_physics,99,B,D,0,D,48.79119806786856,265.1386363140115,170,1127.7868747711182,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,0,B,A,0,A,40.49402713099818,193.54456167750556,173,1379.84037399292,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,1,D,C,0,C,47.27238347357474,258.25799202483904,134,1267.078161239624,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,2,D,B,0,B,49.56875185882819,242.46041367476732,182,1223.0048179626465,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,3,A,A,1,A,38.20512330703547,314.69258638995615,115,1077.5902271270752,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,4,C,A,0,A,38.32739258748227,272.7536187638458,144,1443.2792663574219,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,5,D,B,0,B,38.47411653809899,225.009178005945,209,1873.4700679779053,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,6,C,B,0,B,49.230769230769226,258.7831935422427,197,1697.9427337646484,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,7,C,A,0,A,35.46602354943964,294.55559686105306,145,994.6765899658203,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,8,C,D,0,D,38.64659620103959,274.6551405406833,156,1128.6697387695312,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,9,A,C,0,C,38.551987354948146,286.76301904106447,120,915.5125617980957,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,10,D,D,1,D,42.87521169635775,295.8714552323729,130,1298.9566326141357,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,11,B,B,1,B,48.93684699894786,240.31706093547683,183,1620.8975315093994,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,12,A,A,1,A,39.93689969847641,295.1065960795536,132,1213.0718231201172,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,13,B,C,0,C,38.257010597191936,242.6077704638193,166,1539.3357276916504,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,14,D,A,0,A,24.193743497931433,280.6607664693824,148,1503.2010078430176,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,15,D,A,0,A,49.304802287742824,258.7816676714061,176,1174.1492748260498,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,16,B,A,0,A,48.854365137525036,230.23626113525842,214,1620.1012134552002,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,17,C,A,0,A,36.864320867048825,261.43993069521366,169,1158.2810878753662,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,18,D,C,0,C,48.47779716889664,229.63102714066247,213,1875.3094673156738,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,19,A,A,1,A,37.23770690200897,290.2989056549,142,987.0760440826416,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,20,D,D,1,D,43.9792417978714,247.51568941907044,169,1630.8915615081787,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,21,D,A,0,A,37.738697260170575,327.61235550459367,116,849.5104312896729,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,22,B,A,0,A,48.915303152591285,216.06737827751957,199,1798.6805438995361,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,23,A,A,1,A,12.79860751150275,259.8551526503036,178,1411.6036891937256,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,24,B,B,1,B,43.711069828434056,247.01547618519356,167,1187.1392726898193,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,25,D,D,1,D,46.765029111230625,218.47403457730144,202,1804.5878410339355,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,26,D,C,0,C,48.75195007800312,249.62720148199728,190,1279.048204421997,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,27,A,C,0,C,38.916562889165625,290.60279962266344,130,1253.8161277770996,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,28,A,A,1,A,48.95122010916123,260.57385134040953,177,1606.5850257873535,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,29,B,D,0,D,38.08290648742312,317.53939815334417,116,1053.8628101348877,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,30,C,D,0,D,49.49025042066713,256.2182190862864,195,1700.1326084136963,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,31,B,B,1,B,6.550826222957371,266.4647993943982,176,1417.168140411377,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,32,B,B,1,B,42.13808650949161,260.29545064798253,170,1195.7013607025146,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,33,C,C,1,C,14.720928007301579,319.57274748607284,118,1388.5164260864258,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,34,D,C,0,C,38.79427396516274,245.48446424656618,187,1603.360652923584,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,35,D,B,0,B,48.01920768307323,226.1931689662972,245,2067.8789615631104,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,36,A,A,1,A,49.408335186145905,271.2117394289935,141,1115.4732704162598,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,37,A,A,1,A,48.16259692722632,258.14660728739545,155,1315.9527778625488,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,38,A,B,0,B,40.43753411916941,240.5900372060003,183,1314.9855136871338,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,39,C,C,1,C,12.316711930583011,320.14622747347164,117,1380.6092739105225,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,40,B,A,0,A,37.564328913263964,291.22662849867027,129,1432.337999343872,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,41,D,D,1,D,15.27020641707672,274.0731344906317,121,1453.0408382415771,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,42,D,A,0,A,15.054572826496049,249.041604890513,150,1648.1444835662842,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,43,A,A,1,A,48.10814711471388,260.03696239679783,168,1226.046085357666,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,44,D,C,0,C,37.4658124461429,315.9835468740984,115,876.9502639770508,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,45,A,B,0,B,38.57429409041815,251.30771547972313,151,1533.0469608306885,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,46,B,C,0,C,38.612274842172326,270.06253037270994,143,1447.6253986358643,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,47,B,B,1,B,38.46375752447256,290.64134857585736,129,1420.6385612487793,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,48,C,C,1,C,38.248231019315355,272.48181390317814,165,1579.653024673462,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,49,D,B,0,B,40.869707372895206,256.0186323045773,175,1603.2512187957764,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,50,A,C,0,C,38.309772823047155,288.8637256487879,125,933.8974952697754,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,51,B,C,0,C,36.04902667627974,314.38631790744466,115,1285.6898307800293,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,52,C,C,1,C,37.936986665149185,260.5777239030585,158,1585.1185321807861,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,53,C,C,1,C,38.58471273681368,278.0689655172414,126,1438.1084442138672,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,54,A,C,0,C,38.18980332251289,266.9689297939588,118,1426.9859790802002,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,55,D,D,1,D,41.48861137617724,282.06501936038444,149,1468.8963890075684,
